patient_id,slide_id,x,y,feat_path
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,44696,32933,data\brca\features\TCGA-AR-A24O\000039.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,12329,3043,data\brca\features\TCGA-AR-A24O\000040.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,22127,7906,data\brca\features\TCGA-AR-A24O\000041.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,46308,28491,data\brca\features\TCGA-AR-A24O\000042.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,24800,43617,data\brca\features\TCGA-AR-A24O\000043.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,3563,44068,data\brca\features\TCGA-AR-A24O\000044.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,42699,9232,data\brca\features\TCGA-AR-A24O\000045.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,34018,37278,data\brca\features\TCGA-AR-A24O\000046.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,39671,38647,data\brca\features\TCGA-AR-A24O\000047.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,24953,13934,data\brca\features\TCGA-AR-A24O\000048.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,26161,49628,data\brca\features\TCGA-AR-A24O\000049.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,9416,5724,data\brca\features\TCGA-AR-A24O\000050.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,32613,37904,data\brca\features\TCGA-AR-A24O\000051.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,29250,32999,data\brca\features\TCGA-AR-A24O\000052.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,10948,32521,data\brca\features\TCGA-AR-A24O\000053.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,3532,24977,data\brca\features\TCGA-AR-A24O\000054.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,39001,7687,data\brca\features\TCGA-AR-A24O\000055.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,973,21397,data\brca\features\TCGA-AR-A24O\000056.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,5244,43934,data\brca\features\TCGA-AR-A24O\000057.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,45669,14428,data\brca\features\TCGA-AR-A24O\000058.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,14541,8858,data\brca\features\TCGA-AR-A24O\000059.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,11011,2524,data\brca\features\TCGA-AR-A24O\000060.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,4868,38862,data\brca\features\TCGA-AR-A24O\000061.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,20501,26270,data\brca\features\TCGA-AR-A24O\000062.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,29233,23372,data\brca\features\TCGA-AR-A24O\000063.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,18186,10686,data\brca\features\TCGA-AR-A24O\000064.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,21095,27941,data\brca\features\TCGA-AR-A24O\000065.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,47670,19497,data\brca\features\TCGA-AR-A24O\000066.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,9908,23566,data\brca\features\TCGA-AR-A24O\000067.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,15672,14471,data\brca\features\TCGA-AR-A24O\000068.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,38718,22845,data\brca\features\TCGA-AR-A24O\000069.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,7749,43562,data\brca\features\TCGA-AR-A24O\000070.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,15071,39104,data\brca\features\TCGA-AR-A24O\000071.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,5168,31934,data\brca\features\TCGA-AR-A24O\000072.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,42798,4869,data\brca\features\TCGA-AR-A24O\000073.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,18802,32733,data\brca\features\TCGA-AR-A24O\000074.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,22547,3074,data\brca\features\TCGA-AR-A24O\000075.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,32356,44456,data\brca\features\TCGA-AR-A24O\000076.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,17415,28512,data\brca\features\TCGA-AR-A24O\000077.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,20617,43183,data\brca\features\TCGA-AR-A24O\000078.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,5011,49242,data\brca\features\TCGA-AR-A24O\000079.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,42093,32386,data\brca\features\TCGA-AR-A24O\000080.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,8306,7698,data\brca\features\TCGA-AR-A24O\000081.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,43601,47302,data\brca\features\TCGA-AR-A24O\000082.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,30897,21872,data\brca\features\TCGA-AR-A24O\000083.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,48261,7968,data\brca\features\TCGA-AR-A24O\000084.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,36217,44825,data\brca\features\TCGA-AR-A24O\000085.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,35121,12826,data\brca\features\TCGA-AR-A24O\000086.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,29445,40477,data\brca\features\TCGA-AR-A24O\000087.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,33349,47615,data\brca\features\TCGA-AR-A24O\000088.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,17551,12482,data\brca\features\TCGA-AR-A24O\000089.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,45571,26654,data\brca\features\TCGA-AR-A24O\000090.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,11626,45847,data\brca\features\TCGA-AR-A24O\000091.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,9869,18563,data\brca\features\TCGA-AR-A24O\000092.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,1618,39503,data\brca\features\TCGA-AR-A24O\000093.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,29078,26046,data\brca\features\TCGA-AR-A24O\000094.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,28024,37516,data\brca\features\TCGA-AR-A24O\000095.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,5990,5156,data\brca\features\TCGA-AR-A24O\000096.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,29997,38442,data\brca\features\TCGA-AR-A24O\000097.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,23550,7661,data\brca\features\TCGA-AR-A24O\000098.npy
TCGA-AR-A24O,TCGA-AR-A24O-01Z-00-DX1,42242,15835,data\brca\features\TCGA-AR-A24O\000099.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,44499,346,data\brca\features\TCGA-BH-A0BR\000000.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,40658,25482,data\brca\features\TCGA-BH-A0BR\000001.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,34445,32797,data\brca\features\TCGA-BH-A0BR\000002.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,38322,42068,data\brca\features\TCGA-BH-A0BR\000003.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,21920,26650,data\brca\features\TCGA-BH-A0BR\000004.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,21392,36660,data\brca\features\TCGA-BH-A0BR\000005.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,42709,45826,data\brca\features\TCGA-BH-A0BR\000006.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,20766,34756,data\brca\features\TCGA-BH-A0BR\000007.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,27391,41728,data\brca\features\TCGA-BH-A0BR\000008.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,17959,23323,data\brca\features\TCGA-BH-A0BR\000009.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,32771,13883,data\brca\features\TCGA-BH-A0BR\000010.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,5188,18602,data\brca\features\TCGA-BH-A0BR\000011.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,34511,26718,data\brca\features\TCGA-BH-A0BR\000012.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,5082,46692,data\brca\features\TCGA-BH-A0BR\000013.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,23887,20010,data\brca\features\TCGA-BH-A0BR\000014.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,20906,26295,data\brca\features\TCGA-BH-A0BR\000015.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,38676,38476,data\brca\features\TCGA-BH-A0BR\000016.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,15915,2211,data\brca\features\TCGA-BH-A0BR\000017.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,7967,33082,data\brca\features\TCGA-BH-A0BR\000018.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,21362,47594,data\brca\features\TCGA-BH-A0BR\000019.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,23314,3880,data\brca\features\TCGA-BH-A0BR\000020.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,28232,7120,data\brca\features\TCGA-BH-A0BR\000021.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,40738,16699,data\brca\features\TCGA-BH-A0BR\000022.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,37611,5050,data\brca\features\TCGA-BH-A0BR\000023.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,5463,33680,data\brca\features\TCGA-BH-A0BR\000024.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,33368,2894,data\brca\features\TCGA-BH-A0BR\000025.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,20207,43237,data\brca\features\TCGA-BH-A0BR\000026.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,2921,32017,data\brca\features\TCGA-BH-A0BR\000027.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,45388,29787,data\brca\features\TCGA-BH-A0BR\000028.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,16029,29557,data\brca\features\TCGA-BH-A0BR\000029.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,48696,39658,data\brca\features\TCGA-BH-A0BR\000030.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,41019,29935,data\brca\features\TCGA-BH-A0BR\000031.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,38808,29744,data\brca\features\TCGA-BH-A0BR\000032.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,27820,6382,data\brca\features\TCGA-BH-A0BR\000033.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,21638,24470,data\brca\features\TCGA-BH-A0BR\000034.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,34988,25298,data\brca\features\TCGA-BH-A0BR\000035.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,18332,25241,data\brca\features\TCGA-BH-A0BR\000036.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,14147,31048,data\brca\features\TCGA-BH-A0BR\000037.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,38551,4556,data\brca\features\TCGA-BH-A0BR\000038.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,11093,29683,data\brca\features\TCGA-BH-A0BR\000039.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,4825,26225,data\brca\features\TCGA-BH-A0BR\000040.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,9016,5716,data\brca\features\TCGA-BH-A0BR\000041.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,40726,14263,data\brca\features\TCGA-BH-A0BR\000042.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,45147,42665,data\brca\features\TCGA-BH-A0BR\000043.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,18608,21138,data\brca\features\TCGA-BH-A0BR\000044.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,2315,49438,data\brca\features\TCGA-BH-A0BR\000045.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,4376,36789,data\brca\features\TCGA-BH-A0BR\000046.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,48993,31421,data\brca\features\TCGA-BH-A0BR\000047.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,36812,27442,data\brca\features\TCGA-BH-A0BR\000048.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,257,42959,data\brca\features\TCGA-BH-A0BR\000049.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,5853,11510,data\brca\features\TCGA-BH-A0BR\000050.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,22146,21592,data\brca\features\TCGA-BH-A0BR\000051.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,1263,45208,data\brca\features\TCGA-BH-A0BR\000052.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,5288,38663,data\brca\features\TCGA-BH-A0BR\000053.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,36183,14439,data\brca\features\TCGA-BH-A0BR\000054.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,21326,24946,data\brca\features\TCGA-BH-A0BR\000055.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,2642,33936,data\brca\features\TCGA-BH-A0BR\000056.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,32295,31736,data\brca\features\TCGA-BH-A0BR\000057.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,25321,8497,data\brca\features\TCGA-BH-A0BR\000058.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,24496,48526,data\brca\features\TCGA-BH-A0BR\000059.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,48360,25188,data\brca\features\TCGA-BH-A0BR\000060.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,42757,41842,data\brca\features\TCGA-BH-A0BR\000061.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,19694,43100,data\brca\features\TCGA-BH-A0BR\000062.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,27148,35448,data\brca\features\TCGA-BH-A0BR\000063.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,42637,9785,data\brca\features\TCGA-BH-A0BR\000064.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,11099,35873,data\brca\features\TCGA-BH-A0BR\000065.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,10722,31639,data\brca\features\TCGA-BH-A0BR\000066.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,23843,42153,data\brca\features\TCGA-BH-A0BR\000067.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,29416,44867,data\brca\features\TCGA-BH-A0BR\000068.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,33006,19957,data\brca\features\TCGA-BH-A0BR\000069.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,13316,13756,data\brca\features\TCGA-BH-A0BR\000070.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,5789,9117,data\brca\features\TCGA-BH-A0BR\000071.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,41721,7674,data\brca\features\TCGA-BH-A0BR\000072.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,34135,4689,data\brca\features\TCGA-BH-A0BR\000073.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,41687,1987,data\brca\features\TCGA-BH-A0BR\000074.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,42103,24507,data\brca\features\TCGA-BH-A0BR\000075.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,23229,33433,data\brca\features\TCGA-BH-A0BR\000076.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,49722,5614,data\brca\features\TCGA-BH-A0BR\000077.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,44230,42487,data\brca\features\TCGA-BH-A0BR\000078.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,40472,44067,data\brca\features\TCGA-BH-A0BR\000079.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,16133,46316,data\brca\features\TCGA-BH-A0BR\000080.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,14357,4353,data\brca\features\TCGA-BH-A0BR\000081.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,27998,30437,data\brca\features\TCGA-BH-A0BR\000082.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,32296,10157,data\brca\features\TCGA-BH-A0BR\000083.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,35705,22975,data\brca\features\TCGA-BH-A0BR\000084.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,22883,16398,data\brca\features\TCGA-BH-A0BR\000085.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,2242,41261,data\brca\features\TCGA-BH-A0BR\000086.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,35006,2271,data\brca\features\TCGA-BH-A0BR\000087.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,8432,11669,data\brca\features\TCGA-BH-A0BR\000088.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,47937,28418,data\brca\features\TCGA-BH-A0BR\000089.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,37845,45118,data\brca\features\TCGA-BH-A0BR\000090.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,47920,40030,data\brca\features\TCGA-BH-A0BR\000091.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,12804,899,data\brca\features\TCGA-BH-A0BR\000092.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,44438,39735,data\brca\features\TCGA-BH-A0BR\000093.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,42815,47293,data\brca\features\TCGA-BH-A0BR\000094.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,45495,39206,data\brca\features\TCGA-BH-A0BR\000095.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,38816,29621,data\brca\features\TCGA-BH-A0BR\000096.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,18900,11000,data\brca\features\TCGA-BH-A0BR\000097.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,37261,27033,data\brca\features\TCGA-BH-A0BR\000098.npy
TCGA-BH-A0BR,TCGA-BH-A0BR-01Z-00-DX1,44153,13493,data\brca\features\TCGA-BH-A0BR\000099.npy
TCGA-B6-A0IP,TCGA-B6-A0IP-01Z-00-DX1,17580,23819,data\brca\features\TCGA-B6-A0IP\000000.npy
TCGA-B6-A0IP,TCGA-B6-A0IP-01Z-00-DX1,40428,27433,data\brca\features\TCGA-B6-A0IP\000001.npy
TCGA-B6-A0IP,TCGA-B6-A0IP-01Z-00-DX1,31561,3416,data\brca\features\TCGA-B6-A0IP\000002.npy
TCGA-B6-A0IP,TCGA-B6-A0IP-01Z-00-DX1,29817,29063,data\brca\features\TCGA-B6-A0IP\000003.npy
TCGA-B6-A0IP,TCGA-B6-A0IP-01Z-00-DX1,25142,12334,data\brca\features\TCGA-B6-A0IP\000004.npy
TCGA-B6-A0IP,TCGA-B6-A0IP-01Z-00-DX1,5013,37981,data\brca\features\TCGA-B6-A0IP\000005.npy
TCGA-B6-A0IP,TCGA-B6-A0IP-01Z-00-DX1,4993,332,data\brca\features\TCGA-B6-A0IP\000006.npy
TCGA-B6-A0IP,TCGA-B6-A0IP-01Z-00-DX1,39619,2255,data\brca\features\TCGA-B6-A0IP\000007.npy
TCGA-B6-A0IP,TCGA-B6-A0IP-01Z-00-DX1,17640,40595,data\brca\features\TCGA-B6-A0IP\000008.npy
